"COL0","COL1"
"59151348",30592.00
"59151349",32896.00
"59151350",28000.00
"59151351",29952.00
"59151352",26795.00
"59151353",24128.00
"59151354",21856.00
"59151355",28838.00
"59151356",23936.00
"59151357",25920.00
"59151358",23104.00
"59151359",26688.00
"59151360",22592.00
"59151361",22677.00
"59151362",26016.00
"59151363",25824.00
"59151364",22656.00
"59151365",23840.00
"59151366",25536.00
"59151367",28288.00
"59151368",24960.00
"59151369",27093.00
"59151370",25664.00
"59151371",28864.00
"59151372",28736.00
"59151373",28224.00
"59151374",34688.00
"59151375",37632.00
"59151376",36544.00
"59151377",23296.00
"59151378",40320.00
"59151379",22912.00
"59151380",30944.00
"59151381",32064.00
"59151382",26432.00
"59151383",28320.00
"59151384",27392.00
"59151385",27157.00
"59151386",27584.00
"59151387",25152.00
"59151388",31424.00
"59151389",21440.00
"59151390",36147.00
"59151391",49067.00
"59151392",51541.00
"59151393",32576.00
"59151394",30656.00
"59151395",33472.00
"59151396",26688.00
"59151397",27712.00
"59151399",37973.00
"59151400",26432.00
"59151401",34859.00
"59151404",32768.00
"59151405",38741.00
"59151406",38963.00
"59151407",23296.00
"59151408",17254.00
"59151409",20592.00
"59151410",22880.00
"59151411",25840.00
"59151412",26304.00
"59151413",24832.00
"59151414",22624.00
"59151415",24416.00
"59151416",24512.00
"59151417",23040.00
"59151418",21920.00
"59151419",26688.00
"59151420",28557.00
"59151423",23008.00
"59151424",26368.00
"59151425",21408.00
"59151426",30784.00
"59151427",31792.00
"59151428",35648.00
"59151429",41344.00
"59151430",35648.00
"59151432",25216.00
"59151433",34752.00
"59151434",33600.00
"59151435",36384.00
"59151436",35072.00
"59151437",37803.00
"59151438",26528.00
"59151439",30080.00
"59151440",31936.00
"59151441",24576.00
"59151442",23840.00
"59151443",24768.00
"59151444",25984.00
"59151445",26464.00
"59151446",29280.00
"59151448",22784.00
"59151449",25429.00
"59151450",24160.00
"59151451",23424.00
"59151452",31872.00
"59151453",26432.00
"59151454",22944.00
"59151455",22944.00
"59151456",23808.00
"59151457",22443.00
"59151458",24128.00
"59151459",24789.00
"59151460",23488.00
"59151461",23680.00
"59151463",23680.00
"59151464",24875.00
"59151465",24896.00
"59151467",27328.00
"59151469",21120.00
"59151470",23808.00
"59151471",21312.00
"59151472",20480.00
"59151473",25856.00
"59151474",23829.00
"59151475",26176.00
"59151476",27520.00
"59151477",29056.00
"59151478",24960.00
"59151479",21344.00
"59151480",23872.00
"59151481",22400.00
"59151482",24768.00
"59151483",25792.00
"59151484",21248.00
"59151485",25280.00
"59151486",18944.00
"59151487",30720.00
"59151488",28672.00
"59151489",31424.00
"59151490",28480.00
"59151491",31040.00
"59151492",29376.00
"59151493",29536.00
"59151494",41045.00
"59151495",34176.00
"59151496",37120.00
"59151497",37696.00
"59151498",34368.00
"59151499",35456.00
"59151507",40288.00
"59151508",45739.00
"59151509",33760.00
"59151520",23744.00
"59151521",26688.00
"59151522",40704.00
"59151523",29440.00
"59151524",25024.00
"59151525",24512.00
"59151526",32896.00
"59151527",29440.00
"59151528",30571.00
"59151529",35456.00
"59151530",29088.00
"59151531",30464.00
"59151532",29696.00
"59151533",29269.00
"59151534",32480.00
"59151535",29952.00
"59151536",36181.00
"59151537",35584.00
"59151538",37120.00
"59151539",34880.00
"59151540",32128.00
"59151541",34176.00
"59151542",32021.00
"59151543",23648.00
"59151544",24944.00
"59151545",29504.00
"59151547",29984.00
"59151553",30144.00
"59151554",30208.00
"59151555",36480.00
"59151556",34112.00
"59151557",30400.00
"59151558",31552.00
"59151559",29419.00
"59151560",28224.00
"59151561",42752.00
"59151562",28352.00
"59151563",18112.00
"59151564",23616.00
"59151565",22784.00
"59151566",26560.00
"59151567",34304.00
"59151568",35627.00
"59151569",33408.00
"59151570",34731.00
"59151571",30464.00
"59151572",
"59151573",29568.00
"59151574",39232.00
"59151575",35520.00
"59151576",40192.00
"59151577",37094.00
"59151578",33664.00
"59151579",35797.00
"59151580",46208.00
"59151581",38912.00
"59151582",35456.00
"59151583",35328.00
"59151584",36096.00
"59151585",33237.00
"59151586",37973.00
"59151587",35712.00
"59151588",33152.00
"59151589",38592.00
"59151590",35456.00
"59151591",41344.00
"59151592",38144.00
"59151593",41344.00
"59151594",37077.00
"59151595",41856.00
"59151597",38464.00
"59151598",51200.00
"59151599",48896.00
"59151600",47445.00
"59151601",27168.00
"59151602",48811.00
"59151603",25888.00
"59151605",44928.00
"59151606",41280.00
"59151607",39040.00
"59151608",43648.00
"59151609",36576.00
"59151610",27712.00
"59151611",38144.00
"59151612",34944.00
"59151613",41984.00
"59151614",39936.00
"59151616",47104.00
"59151617",39808.00
"59151618",43648.00
"59151619",38400.00
"59151620",44032.00
"59151621",48000.00
"59151622",48896.00
"59151624",
"59151625",46720.00
"59151626",44416.00
"59151634",39360.00
"59151635",40576.00
"59151636",33920.00
"59151637",32512.00
"59151638",27456.00
"59151639",30272.00
"59151640",28480.00
"59151641",26240.00
"59151642",22656.00
"59151643",27328.00
"59151644",21440.00
"59151645",32416.00
"59151646",26752.00
"59151647",33600.00
"59151648",31680.00
"59151649",24512.00
"59151650",33024.00
"59151651",21712.00
"59151652",27226.00
"59151653",27051.00
"59151654",27072.00
"59151655",32896.00
"59151658",34773.00
"59151659",35072.00
"59151660",31168.00
"59151661",32224.00
"59151662",31168.00
"59151663",31264.00
"59151664",41920.00
"59151665",40576.00
"59151666",37760.00
"59151667",40576.00
"59151668",39808.00
"59151669",40832.00
"59151670",40960.00
"59151671",31136.00
"59151673",35648.00
"59151674",34987.00
"59151675",37504.00
"59151676",37376.00
"59151677",36672.00
"59151678",30720.00
"59151679",31936.00
"59151680",32000.00
"59151681",29664.00
"59151682",34784.00
"59151683",34560.00
"59151684",36832.00
"59151685",32384.00
"59151686",34645.00
"59151687",37312.00
"59151688",37760.00
"59151689",33152.00
"59151690",30699.00
"59151691",32576.00
"59151692",34752.00
"59151694",29056.00
"59151695",39616.00
"59151696",41702.00
"59151697",40832.00
"59151698",45440.00
"59151699",37376.00
"59151700",39637.00
"59151701",37760.00
"59151702",42656.00
"59151704",36838.00
"59151705",45760.00
"59151706",46720.00
"59151707",35328.00
"59151708",40988.00
"59151709",39552.00
"59151713",23808.00
"59151714",26832.00
"59151715",25600.00
"59151716",25536.00
"59151717",32896.00
"59151718",26688.00
"59151719",31264.00
"59151720",27776.00
"59151721",27093.00
"59151723",28736.00
"59151724",26304.00
"59151726",41984.00
"59151727",40277.00
"59151728",38784.00
"59151733",44928.00
"59151734",49024.00
"59151735",44992.00
"59151736",48896.00
"59151737",36288.00
"59151738",50432.00
"59151739",41760.00
"59151741",32704.00
"59151742",30688.00
"59151743",34176.00
"59151744",39808.00
"59151745",30784.00
"59151746",32384.00
"59151747",45696.00
"59151748",33280.00
"59151749",34560.00
"59151750",34368.00
"59151751",34688.00
"59151752",29248.00
"59151753",32192.00
"59151756",44864.00
"59151757",35328.00
"59151758",39296.00
"59151759",45952.00
"59151760",46464.00
"59151761",48256.00
"59151762",49280.00
"59151763",47360.00
"59151764",42240.00
"59151765",46933.00
"59151766",41856.00
"59151767",44672.00
"59151768",35558.00
"59151769",42016.00
"59151770",42112.00
"59151771",49024.00
"59151772",44715.00
"59151774",36736.00
"59151775",35098.00
"59151776",35776.00
"59151777",44352.00
"59151778",37376.00
"59151779",40032.00
"59151780",41472.00
"59151781",38656.00
"59151782",38784.00
"59151783",43733.00
"59151784",35968.00
"59151785",36128.00
"59151786",34432.00
"59151787",36352.00
"59151788",39552.00
"59151789",37248.00
"59151790",39552.00
"59151791",29517.00
"59151792",38016.00
"59151793",37952.00
"59151794",36736.00
"59151795",41600.00
"59151796",41856.00
"59151797",33920.00
"59151798",38272.00
"59151799",40576.00
"59151800",32320.00
"59151801",32320.00
"59151802",36160.00
"59151803",42880.00
"59151804",40320.00
"59151805",42880.00
"59151806",
"59151807",35968.00
"59151808",39296.00
"59151809",40469.00
"59151810",48512.00
"59151811",43264.00
"59151816",30464.00
"59151817",42880.00
"59151818",40960.00
"59151819",31456.00
"59151820",36224.00
"59151821",34645.00
"59151822",33408.00
"59151824",40448.00
"59151825",
"59151827",39834.00
"59151828",36096.00
"59151829",42880.00
"59151830",38144.00
"59151831",50286.00
"59151832",
"59151833",14816.00
"59151838",30592.00
"59151839",26688.00
"59151840",33434.00
"59151841",28800.00
"59151842",26261.00
"59151843",28480.00
"59151844",32512.00
"59151845",26645.00
"59151846",28160.00
"59151847",28608.00
"59151848",30912.00
"59151849",27776.00
"59151850",28064.00
"59151851",31467.00
"59151852",30848.00
"59151853",30080.00
"59151854",34773.00
"59151855",25045.00
"59151857",29696.00
"59151858",24875.00
"59151860",21888.00
"59151861",29376.00
"59151862",24128.00
"59151865",19149.00
"59151866",23712.00
"59151871",19243.00
"59151872",29888.00
"59151873",35712.00
"59151874",34261.00
"59151880",30635.00
"59151881",30976.00
"59151882",26496.00
"59151883",30560.00
"59151884",25920.00
"59151885",25872.00
"59151886",29163.00
"59151887",27216.00
"59151888",25792.00
"59151889",30944.00
"59151890",30272.00
"59151891",33237.00
"59151892",27840.00
"59151893",23488.00
"59151897",29408.00
"59151898",29088.00
"59151899",32469.00
"59151900",34304.00
"59151901",36160.00
"59151902",29760.00
"59151903",26800.00
"59151904",26464.00
"59151905",28576.00
"59151906",27200.00
"59151907",30320.00
"59151908",28496.00
"59151909",33024.00
"59151910",32512.00
"59151911",32768.00
"59151912",29525.00
"59151913",30784.00
"59151914",27200.00
"59151915",25824.00
"59151916",27456.00
"59151917",20416.00
"59151918",26816.00
"59151919",26720.00
"59151920",33312.00
"59151921",25856.00
"59151922",22336.00
"59151923",24864.00
"59151924",28416.00
"59151925",25120.00
"59151926",25067.00
"59151927",27136.00
"59151929",26048.00
"59151931",28800.00
"59151932",30144.00
"59151933",31078.00
"59151934",27360.00
"59151935",22688.00
"59151936",26976.00
"59151937",22528.00
"59151938",24000.00
"59151939",27968.00
"59151940",27456.00
"59151941",24192.00
"59151942",23659.00
"59151943",26944.00
"59151944",28992.00
"59151945",21653.00
"59151948",21728.00
"59151949",29504.00
"59151950",25536.00
"59151951",34496.00
"59151952",
"59151955",21984.00
"59151956",23693.00
"59151957",21696.00
"59151958",22464.00
"59151959",22464.00
"59151960",21152.00
"59151961",24149.00
"59151962",22091.00
"59151963",20288.00
"59151964",19968.00
"59151965",25600.00
"59151968",20736.00
"59151969",24192.00
"59151970",21589.00
"59151971",19392.00
"59151972",21888.00
"59151973",21184.00
"59151974",26432.00
"59151975",30416.00
"59151978",27840.00
"59151979",23659.00
"59151980",30944.00
"59151986",27648.00
"59151987",31168.00
"59151988",24768.00
"59151989",31488.00
"59151990",26208.00
"59151991",28640.00
"59151992",23008.00
"59151993",22528.00
"59151994",26208.00
"59151995",21739.00
"59151997",21696.00
"59151998",29760.00
"59151999",25856.00
"59152000",26069.00
"59152001",26976.00
"59152003",33408.00
"59152004",29792.00
"59152005",24768.00
"59152006",34304.00
"59152007",26496.00
"59152008",33109.00
"59152009",27520.00
"59152010",28352.00
"59152011",25344.00
"59152012",25568.00
"59152013",29632.00
"59152014",25011.00
"59152015",30123.00
"59152016",27712.00
"59152017",28864.00
"59152018",28400.00
"59152019",27200.00
"59152021",27840.00
"59152022",30699.00
"59152024",36928.00
"59152025",32661.00
"59152026",31851.00
"59152027",36992.00
"59152028",29877.00
"59152029",28437.00
"59152030",29291.00
"59152032",31552.00
"59152033",24640.00
"59152034",27840.00
"59152035",22784.00
"59152036",25813.00
"59152037",29120.00
"59152040",32064.00
"59152041",23072.00
"59152042",26496.00
"59152043",31424.00
"59152044",24576.00
"59152046",25376.00
"59152047",23072.00
"59152048",21397.00
"59152049",26304.00
"59152050",25152.00
"59152051",22912.00
"59152052",24875.00
"59152053",30112.00
"59152054",30640.00
"59152055",23616.00
"59152056",26368.00
"59152057",26304.00
"59152058",21920.00
"59152059",23776.00
"59152060",26176.00
"59152061",25344.00
"59152062",27072.00
"59152063",27968.00
"59152064",27755.00
"59152065",27488.00
"59152066",28480.00
"59152067",21856.00
"59152068",28651.00
"59152069",23296.00
"59152070",27744.00
"59152071",26517.00
"59152072",21184.00
"59152073",22176.00
"59152074",22827.00
"59152075",19136.00
"59152076",20352.00
"59152077",19424.00
"59152078",20122.00
"59152079",18965.00
"59152080",21248.00
"59152081",22656.00
"59152082",29488.00
"59152083",25152.00
"59152084",38613.00
"59152086",30880.00
"59152087",29568.00
"59152088",25408.00
"59152089",25088.00
"59152090",24512.00
"59152091",28826.00
"59152092",24000.00
"59152093",
"59152094",19520.00
"59152095",20800.00
"59152096",22400.00
"59152097",16864.00
"59152100",18976.00
"59152101",22315.00
"59152102",23723.00
"59152104",19243.00
"59152105",30208.00
"59152106",34816.00
"59152107",26453.00
"59152108",27328.00
"59152109",26662.00
"59152110",24512.00
"59152111",23872.00
"59152112",29952.00
"59152113",25451.00
"59152114",26752.00
"59152115",24384.00
"59152116",25664.00
"59152117",23232.00
"59152118",27456.00
"59152119",21264.00
"59152120",31795.00
"59152121",20512.00
"59152122",24320.00
"59152123",31840.00
"59152124",33408.00
"59152125",27029.00
"59152126",41600.00
"59152127",43392.00
"59152128",36736.00
"59152129",45696.00
"59152130",45184.00
"59152131",35584.00
"59152132",36736.00
"59152133",32064.00
"59152134",26432.00
"59152135",30592.00
"59152136",36693.00
"59152137",43232.00
"59152138",40448.00
"59152139",36352.00
"59152140",40107.00
"59152143",28352.00
"59152144",29184.00
"59152145",32992.00
"59152146",29888.00
"59152147",35371.00
"59152148",33664.00
"59152149",38976.00
"59152150",44992.00
"59152151",31360.00
"59152152",31040.00
"59152153",31915.00
"59152154",26368.00
"59152155",27232.00
"59152156",30528.00
"59152157",27008.00
"59152158",32896.00
"59152159",26144.00
"59152160",24000.00
"59152163",25152.00
"59152164",28480.00
"59152165",28480.00
"59152166",37696.00
"59152167",31552.00
"59152169",28384.00
"59152170",32981.00
"59152171",19200.00
"59152172",23744.00
"59152173",22336.00
"59152174",23424.00
"59152175",24811.00
"59152176",27200.00
"59152177",23552.00
"59152178",24128.00
"59152179",23280.00
"59152180",22080.00
"59152181",25536.00
"59152182",24320.00
"59152183",24896.00
"59152184",30549.00
"59152185",33643.00
"59152186",35200.00
"59152187",21504.00
"59152188",22592.00
"59152189",26528.00
"59152190",26976.00
"59152191",26432.00
"59152192",30165.00
"59152193",27296.00
"59152194",29248.00
"59152195",24768.00
"59152196",26496.00
"59152197",25920.00
"59152198",25152.00
"59152199",23520.00
"59152200",24512.00
"59152201",27371.00
"59152202",17549.00
"59152203",23181.00
"59152204",28480.00
"59152205",25376.00
"59152206",36523.00
"59152207",22613.00
"59152208",22763.00
"59152209",25792.00
"59152210",23232.00
"59152211",27952.00
"59152212",23360.00
"59152213",29888.00
"59152214",20704.00
"59152217",22880.00
"59152218",25568.00
"59152219",22080.00
"59152220",21803.00
"59152221",18112.00
"59152222",21952.00
"59152223",22357.00
"59152224",24128.00
"59152225",20032.00
"59152226",26432.00
"59152227",28608.00
"59152228",24640.00
"59152229",23040.00
"59152230",24384.00
"59152231",27216.00
"59152232",22293.00
"59152233",22816.00
"59152234",23467.00
"59152235",23936.00
"59152236",21504.00
"59152237",21227.00
"59152238",25280.00
"59152239",21376.00
"59152240",18906.00
"59152241",20117.00
"59152242",27872.00
"59152243",25344.00
"59152244",21920.00
"59152245",18528.00
"59152246",22784.00
"59152247",28000.00
"59152248",25312.00
"59152249",21824.00
"59152250",27456.00
"59152251",32416.00
"59152253",28352.00
"59152254",26688.00
"59152255",30976.00
"59152256",46976.00
"59152257",42112.00
"59152258",40789.00
"59152259",38443.00
"59152260",42944.00
"59152264",38144.00
"59152265",35200.00
"59152266",45248.00
"59152267",42304.00
"59152268",42752.00
"59152269",43328.00
"59152270",42560.00
"59152271",35200.00
"59152272",
"59152273",39936.00
"59152274",38656.00
"59152275",29109.00
"59152276",32064.00
"59152277",23381.00
"59152278",19840.00
"59152279",29376.00
"59152280",39296.00
"59152281",46528.00
"59152282",47552.00
"59152283",44160.00
"59152284",35891.00
"59152285",40448.00
"59152286",30176.00
"59152288",37504.00
"59152289",39595.00
"59152290",42304.00
"59152291",28928.00
"59152292",46976.00
"59152294",35072.00
"59152295",30323.00
"59152296",32877.00
"59152297",36437.00
"59152299",40448.00
"59152300",42027.00
"59152302",40000.00
"59152303",35520.00
"59152304",44832.00
"59152305",34688.00
"59152306",35456.00
"59152307",37504.00
"59152308",33792.00
"59152309",39808.00
"59152312",42189.00
"59152313",38016.00
"59152314",37274.00
"59152315",38208.00
"59152316",34432.00
"59152317",34987.00
"59152318",28288.00
"59152319",37205.00
"59152320",29536.00
"59152321",31040.00
"59152322",28096.00
"59152323",41165.00
"59152324",39040.00
"59152325",41216.00
"59152326",40397.00
"59152327",37760.00
"59152328",41515.00
"59152329",41856.00
"59152330",36864.00
"59152331",38357.00
"59152332",34603.00
"59152333",42752.00
"59152334",37504.00
"59152335",39211.00
"59152336",38485.00
"59152337",40960.00
"59152338",41088.00
"59152339",36736.00
"59152340",30336.00
"59152341",32512.00
"59152342",39488.00
"59152343",39910.00
"59152344",39232.00
"59152345",34496.00
"59152346",33856.00
"59152347",31488.00
"59152348",25344.00
"59152350",27755.00
"59152351",35456.00
"59152352",39808.00
"59152353",36395.00
"59152354",38272.00
"59152355",38016.00
"59152356",44096.00
"59152357",45696.00
"59152358",46976.00
"59152359",40448.00
"59152360",37888.00
"59152361",38784.00
"59152362",44288.00
"59152363",47360.00
"59152364",42368.00
"59152365",41152.00
"59152366",38016.00
"59152367",36992.00
"59152368",38187.00
"59152369",38869.00
"59152370",43264.00
"59152371",46752.00
"59152372",40576.00
"59152373",41088.00
"59152374",39467.00
"59152375",41024.00
"59152377",37120.00
"59152380",34112.00
"59152381",38272.00
"59152382",37120.00
"59152383",34176.00
"59152384",27925.00
"59152385",20864.00
"59152386",26645.00
"59152387",26261.00
"59152388",25792.00
"59152389",37888.00
"59152390",36736.00
"59152391",17408.00
"59152392",32320.00
"59152393",29376.00
"59152394",35563.00
"59152395",37362.00
"59152396",31696.00
"59152397",38528.00
"59152398",39040.00
"59152399",36309.00
"59152403",30144.00
"59152406",38321.00
"59152407",42240.00
"59152408",40832.00
"59152409",48512.00
"59152410",47189.00
"59152411",39488.00
"59152414",41344.00
"59152415",44800.00
"59152416",43904.00
"59152417",41344.00
"59152418",45632.00
"59152419",48000.00
"59152420",38080.00
"59152421",45568.00
"59152422",43840.00
"59152423",50048.00
"59152424",43648.00
"59152425",41984.00
"59152426",47488.00
"59152428",33344.00
"59152431",38784.00
"59152432",40064.00
"59152433",
"59152434",39509.00
"59152435",41024.00
"59152436",27488.00
"59152437",24832.00
"59152439",30528.00
"59152440",37440.00
"59152441",31360.00
"59152442",28512.00
"59152443",36032.00
"59152444",33920.00
"59152445",37024.00
"59152446",41344.00
"59152448",39253.00
"59152449",36672.00
"59152450",35307.00
"59152451",37760.00
"59152452",34432.00
"59152453",37760.00
"59152454",39456.00
"59152455",37611.00
"59152456",29867.00
"59152458",19627.00
"59152459",24640.00
"59152460",21968.00
"59152461",32160.00
"59152462",36267.00
"59152463",33920.00
"59152464",34633.00
"59152465",39296.00
"59152466",45312.00
"59152467",37333.00
"59152468",39872.00
"59152469",48448.00
"59152470",32896.00
"59152471",40768.00
"59152472",39104.00
"59152474",34400.00
"59152477",37504.00
"59152478",40576.00
"59152479",34624.00
"59152480",40896.00
"59152481",34560.00
"59152482",
"59152483",43051.00
"59152491",36736.00
"59152492",39296.00
"59152494",46336.00
"59152495",39680.00
"59152496",50816.00
"59152497",37504.00
"59152498",40192.00
"59152499",39040.00
"59152500",31808.00
"59152501",34731.00
"59152502",32448.00
"59152507",30016.00
"59152510",37824.00
"59152511",39552.00
"59152512",34688.00
"59152514",39104.00
"59152515",36224.00
"59152516",26176.00
"59152517",25600.00
"59152518",37760.00
"59152519",26816.00
"59152520",37658.00
"59152523",34176.00
"59152524",37547.00
"59152531",37845.00
"59152537",33067.00
"59152538",43691.00
"59152539",40320.00
"59152540",44331.00
"59152541",34880.00
"59152542",40832.00
"59152543",30208.00
"59152544",42240.00
"59152546",48480.00
"59152547",40960.00
"59152548",36011.00
"59152559",44736.00
"59152560",26560.00
"59152561",27904.00
"59152562",35328.00
"59152563",24352.00
"59152564",38912.00
"59152566",40832.00
"59152567",39168.00
"59152568",32064.00
"59152569",41984.00
"59152570",47232.00
"59152571",38784.00
"59152572",26368.00
"59152573",44128.00
"59152574",
"59152575",37632.00
"59152576",30656.00
"59152577",46059.00
"59152578",41792.00
"59152579",
"59152580",40363.00
"59152581",38963.00
"59152582",43648.00
"59152583",44134.00
"59152584",41856.00
"59152585",39552.00
"59152586",35840.00
"59152587",22944.00
"59152588",35098.00
"59152589",30315.00
"59152590",31488.00
"59152591",34586.00
"59152592",39893.00
"59152593",38592.00
"59152594",27904.00
"59152595",29056.00
"59152596",39552.00
"59152597",44672.00
"59152598",42368.00
"59152599",30464.00
"59152600",30144.00
"59152601",36544.00
"59152602",33280.00
"59152603",39552.00
"59152604",38720.00
"59152605",43435.00
"59152606",35200.00
"59152607",35797.00
"59152608",37248.00
"59152609",39424.00
"59152610",45568.00
"59152611",52864.00
"59152612",30656.00
"59152613",48032.00
"59152614",41024.00
"59152615",38496.00
"59152616",43904.00
"59152617",39296.00
"59152618",41344.00
"59152619",48768.00
"59152620",41344.00
"59152621",48320.00
"59152622",45056.00
"59152623",45536.00
"59152624",33792.00
"59152625",38016.00
"59152626",42240.00
"59152627",43904.00
"59152628",40832.00
"59152629",49323.00
"59152630",37056.00
"59152631",
"59152632",49792.00
"59152633",45952.00
"59152634",42688.00
"59152635",48640.00
"59152636",39808.00
"59152637",39424.00
"59152638",39040.00
"59152640",44373.00
"59152641",24896.00
"59152642",28928.00
"59152643",36096.00
"59152644",42304.00
"59152645",37472.00
"59152646",47854.00
"59152647",34304.00
"59152648",35712.00
"59152649",41600.00
"59152650",37664.00
"59152651",38345.00
"59152652",38912.00
"59152653",31296.00
"59152654",34944.00
"59152655",30464.00
"59152656",31168.00
"59152657",36864.00
"59152658",35072.00
"59152659",32256.00
"59152660",28523.00
"59152661",30528.00
"59152662",36736.00
"59152663",36224.00
"59152664",33920.00
"59152665",36512.00
"59152666",31776.00
"59152667",28896.00
"59152668",32896.00
"59152669",27456.00
"59152670",35712.00
"59152671",37248.00
"59152672",41088.00
"59152673",40576.00
"59152674",48000.00
"59152675",45056.00
"59152676",38016.00
"59152677",40064.00
"59152679",37461.00
"59152681",29824.00
"59152682",33088.00
"59152683",35136.00
"59152684",35968.00
"59152685",34773.00
"59152687",50432.00
"59152689",32832.00
"59152690",26560.00
"59152692",36288.00
"59152695",40021.00
